"Name","Arm","Week12 N","Week12 fold change (log2, Mean [SE])","Week24 N","Week24 fold change (log2, Mean [SE]) ","KW Test P value","Week12 vs Week0 Dunn's Test P value","Week24 vs Week0 Dunn's Test P value"
"hsa-miR-127-3p","SP",123,"-0.09 (0.33)",126,"0.34 (0.35)",0.627122620167438,0.937720888768147,0.436135921590275
"hsa-miR-200a-3p","CG32",192,"0.16 (0.28)",189,"0.15 (0.28)",0.932362232554727,0.720752365434084,0.933177276366859
"hsa-miR-200a-3p","CG48",197,"0.68 (0.23)",193,"0.27 (0.26)",0.00273644949262121,0.00060867934020191,0.119205448773688
"hsa-miR-200a-3p","PB",99,"0.25 (0.42)",78,"-0.27 (0.41)",0.506907187435774,0.600806448499232,0.511606622083729
"hsa-miR-200a-3p","SP",123,"0.26 (0.35)",126,"-0.12 (0.34)",0.348291589482546,0.350805336729696,0.630943526750234
"hsa-miR-495-3p","CG32",192,"0.31 (0.29)",189,"-0.06 (0.3)",0.175169388981562,0.20670539565823,0.568499770861516
"hsa-miR-495-3p","CG48",197,"-0.1 (0.28)",193,"0.26 (0.3)",0.793181893914931,0.695016311317104,0.770311677371551
"hsa-miR-495-3p","PB",99,"-0.07 (0.46)",78,"0.43 (0.48)",0.665486967655681,0.407693688329545,0.923821936149442
"hsa-miR-495-3p","SP",123,"-0.62 (0.36)",126,"-0.14 (0.36)",0.236514136115161,0.128536803499912,0.895608213717243
"hsa-miR-411-5p","CG32",192,"-0.16 (0.26)",189,"-0.24 (0.27)",0.699780172502299,0.978192034620214,0.490699366120162
"hsa-miR-411-5p","CG48",197,"0.04 (0.27)",193,"-0.12 (0.27)",0.269910678176711,0.301761125311565,0.666799225314408
"hsa-miR-411-5p","PB",99,"-0.01 (0.35)",78,"0.25 (0.37)",0.801253716371518,0.594816845503841,0.980605589686739
"hsa-miR-411-5p","SP",123,"-0.24 (0.32)",126,"0.08 (0.3)",0.245559555844816,0.732628421849501,0.261672029220223
"hsa-miR-18a-5p","CG32",192,"0.43 (0.26)",189,"0.03 (0.27)",0.113304904843166,0.0370489972901805,0.304719287708297
"hsa-miR-18a-5p","CG48",197,"0.1 (0.22)",193,"-0.25 (0.23)",0.688261579182982,0.668569958896939,0.654601173030532
"hsa-miR-18a-5p","PB",99,"0.17 (0.42)",78,"0.17 (0.39)",0.836298071466088,0.807208305632539,0.71874495767487
"hsa-miR-18a-5p","SP",123,"0.07 (0.29)",126,"0.25 (0.34)",0.845027940947189,0.771499147059188,0.561989864045393
"hsa-miR-454-5p","CG32",192,"0.06 (0.25)",189,"0.04 (0.28)",0.621554210485397,0.347222202097296,0.810618381646471
"hsa-miR-454-5p","CG48",197,"-0.25 (0.26)",193,"-0.04 (0.24)",0.800779547984203,0.692895770573187,0.508857672484479
"hsa-miR-454-5p","PB",99,"-0.87 (0.41)",78,"-0.6 (0.37)",0.0730112896665281,0.033137402848207,0.0808842270803255
"hsa-miR-454-5p","SP",123,"-0.26 (0.3)",126,"-0.59 (0.32)",0.15264159218801,0.53518313604681,0.0585217117173562
"hsa-miR-142-3p","CG32",192,"0.16 (0.22)",189,"-0.09 (0.27)",0.400273244526207,0.188452498565311,0.714327104990523
"hsa-miR-142-3p","CG48",197,"0.06 (0.21)",193,"0.06 (0.21)",0.264564645910707,0.109606083367175,0.614602154267036
"hsa-miR-142-3p","PB",99,"0.39 (0.36)",78,"-0.13 (0.37)",0.700271798266757,0.736440755496316,0.605787155862071
"hsa-miR-142-3p","SP",123,"-0.16 (0.26)",126,"-0.17 (0.29)",0.950555239043677,0.850113040985645,0.751442548320571
"hsa-miR-7977","CG32",192,"-0.17 (0.25)",189,"-0.09 (0.24)",0.233234854120871,0.59563269122717,0.128252818385787
"hsa-miR-7977","CG48",197,"-0.01 (0.22)",193,"0.18 (0.23)",0.560207473106867,0.343230319687672,0.467252554130326
"hsa-miR-7977","PB",99,"-0.05 (0.38)",78,"-0.08 (0.36)",0.58945026642891,0.366333652462513,0.471415199246218
"hsa-miR-7977","SP",123,"0.36 (0.29)",126,"0.21 (0.3)",0.695044650007636,0.471484653519182,0.55206614444337
"hsa-miR-382-3p","CG32",192,"-0.15 (0.31)",189,"-0.24 (0.33)",0.541730504101566,0.92599827597481,0.319156721749753
"hsa-miR-382-3p","CG48",197,"-0.19 (0.28)",193,"0.32 (0.3)",0.48720701138399,0.803226759280952,0.370483272932924
"hsa-miR-382-3p","PB",99,"-0.08 (0.45)",78,"0.47 (0.49)",0.819864648114236,0.573463005328998,0.966250787037624
"hsa-miR-382-3p","SP",123,"-0.2 (0.37)",126,"0.11 (0.4)",0.711484981273473,0.720299967432885,0.653822246118753
"hsa-miR-494-3p","CG32",192,"0.36 (0.3)",189,"0.37 (0.29)",0.287087054897687,0.123660288306776,0.308184214436826
"hsa-miR-494-3p","CG48",197,"-0.25 (0.27)",193,"-0.38 (0.28)",0.376149019709049,0.241753769904087,0.218688002098119
"hsa-miR-494-3p","PB",99,"-0.08 (0.45)",78,"0.61 (0.46)",0.908962182487292,0.935559160384203,0.737768187034181
"hsa-miR-494-3p","SP",123,"0.16 (0.37)",126,"0.48 (0.34)",0.425296195203921,0.417779911721695,0.197321043532057
"hsa-miR-365a-3p|hsa-miR-365b-3p","CG32",192,"-0.47 (0.27)",189,"-0.29 (0.29)",0.386092849965323,0.29103686748975,0.200231238552298
"hsa-miR-365a-3p|hsa-miR-365b-3p","CG48",197,"-0.21 (0.25)",193,"-0.3 (0.27)",0.474415991906868,0.645809617433763,0.226728261814476
"hsa-miR-365a-3p|hsa-miR-365b-3p","PB",99,"0.15 (0.34)",78,"0.73 (0.42)",0.203205666329491,0.864203424919035,0.10440051775669
"hsa-miR-365a-3p|hsa-miR-365b-3p","SP",123,"-0.55 (0.37)",126,"-0.67 (0.34)",0.160961442531793,0.449713964167907,0.0590008348424282
"hsa-miR-331-3p","CG32",192,"0.28 (0.28)",189,"0.03 (0.28)",0.880430114423497,0.742961923296742,0.880579589515682
"hsa-miR-331-3p","CG48",197,"-0.3 (0.28)",193,"0.03 (0.31)",0.90754175741428,0.669260850498381,0.855039836716278
"hsa-miR-331-3p","PB",99,"-0.06 (0.39)",78,"-0.1 (0.4)",0.656960126819614,0.376501939469348,0.603666382487842
"hsa-miR-331-3p","SP",123,"-0.71 (0.34)",126,"-0.08 (0.34)",0.19702022641949,0.0989210916643525,0.722958116700452
"hsa-miR-411-3p","CG32",192,"-0.11 (0.26)",189,"-0.06 (0.25)",0.650228908161227,0.819960816052497,0.558770076848128
"hsa-miR-411-3p","CG48",197,"0.07 (0.24)",193,"0.01 (0.25)",0.506413258859066,0.779230759952798,0.448436680502458
"hsa-miR-411-3p","PB",99,"-0.3 (0.32)",78,"0.21 (0.38)",0.0206299499156629,0.0516832948732856,0.569251984539894
"hsa-miR-411-3p","SP",123,"-0.42 (0.29)",126,"-0.27 (0.33)",0.874834439959726,0.643574943859176,0.801009434468443
"hsa-miR-3187-3p","CG32",192,"-0.14 (0.29)",189,"-0.17 (0.29)",0.787736461759771,0.794943583115071,0.674441206122691
"hsa-miR-3187-3p","CG48",197,"-0.19 (0.29)",193,"-0.18 (0.3)",0.449367111650122,0.800203486724168,0.346401109678783
"hsa-miR-3187-3p","PB",99,"-0.73 (0.38)",78,"-0.37 (0.43)",0.259647044221998,0.129835729505608,0.234308998094468
"hsa-miR-3187-3p","SP",123,"-0.63 (0.37)",126,"-0.22 (0.38)",0.25042132653506,0.10326094258701,0.393457486871418
"hsa-miR-125a-3p","CG32",192,"-0.05 (0.27)",189,"0.08 (0.28)",0.370294967580201,0.452953152059238,0.513400056512105
"hsa-miR-125a-3p","CG48",197,"-0.19 (0.3)",193,"-0.1 (0.29)",0.976363688412227,0.861896991582482,0.84371559730815
"hsa-miR-125a-3p","PB",99,"0.2 (0.38)",78,"-0.19 (0.43)",0.691006536661205,0.714866229488856,0.622494620117054
"hsa-miR-125a-3p","SP",123,"-0.31 (0.32)",126,"-0.26 (0.35)",0.750726357481138,0.852797179958508,0.595358260895579
"hsa-miR-26b-3p","CG32",192,"0.28 (0.29)",189,"0.06 (0.27)",0.237118666022452,0.189765803732021,0.793067273551395
"hsa-miR-26b-3p","CG48",197,"0.02 (0.28)",193,"-0.08 (0.27)",0.838593162226156,0.565118849314365,0.703388999508714
"hsa-miR-26b-3p","PB",99,"-0.09 (0.36)",78,"0.33 (0.42)",0.810774829455118,0.919920069572888,0.546647405548905
"hsa-miR-26b-3p","SP",123,"-0.54 (0.37)",126,"-0.77 (0.34)",0.19843002054156,0.191249229913824,0.090406634375921
"hsa-miR-32-3p","CG32",192,"-0.08 (0.3)",189,"-0.01 (0.3)",0.945782222978939,0.886585101395281,0.850106401571049
"hsa-miR-32-3p","CG48",197,"0.33 (0.25)",193,"-0.21 (0.26)",0.220599964437028,0.194158945981406,0.721452664275219
"hsa-miR-32-3p","PB",99,"-0.3 (0.36)",78,"-0.13 (0.44)",0.427590665755866,0.353328695532618,0.219252911307097
"hsa-miR-32-3p","SP",123,"0.07 (0.35)",126,"0.29 (0.37)",0.848273483477766,0.777405688915937,0.778571053847575
"hsa-let-7f-1-3p","CG32",192,"0.07 (0.28)",189,"0 (0.29)",0.317926049901297,0.514176557322916,0.404903525449521
"hsa-let-7f-1-3p","CG48",197,"-0.24 (0.26)",193,"-0.25 (0.26)",0.736092244939182,0.691426173138108,0.445615047795294
"hsa-let-7f-1-3p","PB",99,"-0.04 (0.37)",78,"-0.49 (0.39)",0.537181013685642,0.478499183012544,0.286067496156176
"hsa-let-7f-1-3p","SP",123,"-0.3 (0.35)",126,"0.13 (0.36)",0.374348547619743,0.735407228814211,0.330844339877827
"hsa-miR-106a-5p","CG32",192,"0.03 (0.24)",189,"-0.08 (0.27)",0.793963836937045,0.679083395126066,0.789280875512335
"hsa-miR-106a-5p","CG48",197,"0.11 (0.24)",193,"-0.05 (0.24)",0.859908897983299,0.586745655777151,0.739538502309523
"hsa-miR-106a-5p","PB",99,"-0.33 (0.35)",78,"-0.41 (0.39)",0.562932572603474,0.532607474986248,0.287523087719273
"hsa-miR-106a-5p","SP",123,"-0.6 (0.3)",126,"-0.64 (0.34)",0.0400333651232348,0.0137306934274706,0.0795565384149037
"hsa-miR-1246","CG32",192,"-0.38 (0.27)",189,"-0.58 (0.26)",0.108222753745848,0.174732750518291,0.0396797415334734
"hsa-miR-1246","CG48",197,"0.46 (0.25)",193,"0.14 (0.27)",0.252246385808371,0.0994849722384834,0.493243191107206
"hsa-miR-1246","PB",99,"0.32 (0.34)",78,"-0.18 (0.45)",0.787902381812982,0.631629251360537,0.843509553966162
"hsa-miR-1246","SP",123,"0.04 (0.31)",126,"-0.47 (0.31)",0.447067089781403,0.62644544564876,0.448768113693953
"hsa-miR-3120-3p","CG32",192,"-0.17 (0.23)",189,"-0.15 (0.22)",0.614798098998443,0.871251739269788,0.418574731686029
"hsa-miR-3120-3p","CG48",197,"-0.26 (0.26)",193,"-0.4 (0.26)",0.269485828704351,0.706121204606886,0.155641110342572
"hsa-miR-3120-3p","PB",99,"0.29 (0.37)",78,"0.23 (0.44)",0.660023379762243,0.399989562584749,0.753188105004285
"hsa-miR-3120-3p","SP",123,"-0.23 (0.27)",126,"0.48 (0.31)",0.0438655094627323,0.942948588995625,0.074856733814079
"hsa-miR-874-3p","CG32",192,"-0.33 (0.3)",189,"-0.18 (0.3)",0.498943637157486,0.918866214263165,0.336518214786565
"hsa-miR-874-3p","CG48",197,"0.45 (0.29)",193,"-0.17 (0.27)",0.0992687685146505,0.0800999552595126,0.832401810347922
"hsa-miR-874-3p","PB",99,"0.18 (0.39)",78,"0.83 (0.48)",0.919923645510029,0.975261206081396,0.735697754885148
"hsa-miR-874-3p","SP",123,"-1.04 (0.37)",126,"-0.7 (0.33)",0.0379423558368705,0.0125443862313929,0.352111977419705
"hsa-miR-199b-5p","CG32",192,"-0.32 (0.27)",189,"-0.52 (0.29)",0.0529390086392148,0.398253449139295,0.0193867431725075
"hsa-miR-199b-5p","CG48",197,"-0.35 (0.28)",193,"-0.32 (0.26)",0.945940370483279,0.865994174555671,0.742303341689015
"hsa-miR-199b-5p","PB",99,"-0.39 (0.41)",78,"-0.65 (0.48)",0.26440307464902,0.141640306483785,0.200187396380854
"hsa-miR-199b-5p","SP",123,"-0.16 (0.35)",126,"-0.57 (0.34)",0.260894288106144,0.766099527256869,0.130205538081365
"hsa-miR-1249-3p","CG32",192,"0.39 (0.3)",189,"0.41 (0.3)",0.409438245378806,0.370761923441222,0.196253759349881
"hsa-miR-1249-3p","CG48",197,"0.24 (0.29)",193,"-0.18 (0.29)",0.799314328402515,0.541895340680459,0.950760064583756
"hsa-miR-1249-3p","PB",99,"0.68 (0.43)",78,"0.84 (0.45)",0.147657365854027,0.129754153890168,0.0720832110634071
"hsa-miR-1249-3p","SP",123,"-0.17 (0.36)",126,"-0.28 (0.36)",0.925979940086767,0.840397898676871,0.696784931821574
"hsa-miR-1271-5p","CG32",192,"-0.03 (0.25)",189,"-0.08 (0.25)",0.368098958926562,0.448967115682808,0.558620398872595
"hsa-miR-1271-5p","CG48",197,"-0.2 (0.27)",193,"0.06 (0.28)",0.869296009104649,0.714522690139206,0.896152184883702
"hsa-miR-1271-5p","PB",99,"-0.41 (0.39)",78,"-0.43 (0.39)",0.163891785003868,0.0679973051033789,0.413890253119344
"hsa-miR-1271-5p","SP",123,"0.11 (0.32)",126,"0.3 (0.36)",0.77736005589866,0.674644783594099,0.50747514829089
"hsa-miR-26a-2-3p","CG32",192,"0.11 (0.26)",189,"-0.04 (0.25)",0.72506866704514,0.561721754832487,0.88259663187095
"hsa-miR-26a-2-3p","CG48",197,"0.13 (0.27)",193,"-0.25 (0.26)",0.159905098030748,0.402726246868709,0.304617884309967
"hsa-miR-26a-2-3p","PB",99,"-0.3 (0.36)",78,"0.49 (0.39)",0.567435883963745,0.317324670680877,0.773531757976008
"hsa-miR-26a-2-3p","SP",123,"-0.44 (0.33)",126,"-0.06 (0.34)",0.842472770743758,0.623580917513833,0.98579585184159
"hsa-miR-146a-3p","CG32",192,"0.09 (0.22)",189,"0.23 (0.25)",0.861307187137122,0.623544688300184,0.867658970931323
"hsa-miR-146a-3p","CG48",197,"0 (0.22)",193,"-0.05 (0.24)",0.281608670520272,0.645530525131305,0.33301322670978
"hsa-miR-146a-3p","PB",99,"0.02 (0.31)",78,"0.01 (0.36)",0.459674891693047,0.271143672515663,0.832733700485141
"hsa-miR-146a-3p","SP",123,"-0.66 (0.3)",126,"-0.7 (0.29)",0.417701211017977,0.351258767407716,0.280511947566365
"hsa-miR-1294","CG32",192,"-0.08 (0.25)",189,"-0.42 (0.27)",0.79461041798294,0.993185979330226,0.551920942419684
"hsa-miR-1294","CG48",197,"-0.09 (0.26)",193,"-0.02 (0.28)",0.948827081757013,0.940436974453164,0.755314582467647
"hsa-miR-1294","PB",99,"0.1 (0.4)",78,"-0.28 (0.44)",0.751534591339242,0.808861325341533,0.458204318413039
"hsa-miR-1294","SP",123,"-0.28 (0.29)",126,"0.1 (0.34)",0.653070143174402,0.474053427573832,0.890636369748005
"hsa-miR-1180-3p","CG32",192,"-0.14 (0.16)",189,"0.1 (0.22)",0.546466743550005,0.856911722468517,0.301061978382108
"hsa-miR-1180-3p","CG48",197,"0.04 (0.21)",193,"0.36 (0.18)",0.324868673321082,0.430816822943028,0.464678522583958
"hsa-miR-1180-3p","PB",99,"-0.01 (0.37)",78,"-0.05 (0.38)",0.981236189794747,0.963827345082116,0.885499400115814
"hsa-miR-1180-3p","SP",123,"-0.13 (0.23)",126,"0.07 (0.26)",0.657339208551118,0.447764899436116,0.954796007598523
"hsa-miR-374a-3p","CG32",192,"0 (0.26)",189,"-0.35 (0.25)",0.351804575860706,0.547471883883968,0.395461060898959
"hsa-miR-374a-3p","CG48",197,"-0.26 (0.25)",193,"-0.06 (0.22)",0.72180649680623,0.422157903288056,0.749592927651703
"hsa-miR-374a-3p","PB",99,"0.07 (0.36)",78,"-0.2 (0.38)",0.822938680678207,0.571320657475827,0.963869152418258
"hsa-miR-374a-3p","SP",123,"-0.1 (0.29)",126,"0.07 (0.31)",0.929257452705472,0.898600631292654,0.805509882054323
"hsa-miR-548av-3p|hsa-miR-548o-3p","CG32",192,"0.07 (0.26)",189,"0.16 (0.27)",0.503417114350169,0.257174858683913,0.691450996400775
"hsa-miR-548av-3p|hsa-miR-548o-3p","CG48",197,"0.15 (0.27)",193,"-0.36 (0.25)",0.152860079163942,0.176680740934447,0.596048630145045
"hsa-miR-548av-3p|hsa-miR-548o-3p","PB",99,"0.22 (0.35)",78,"0.26 (0.45)",0.939065140673419,0.93577049765175,0.737238293971349
"hsa-miR-548av-3p|hsa-miR-548o-3p","SP",123,"0.03 (0.32)",126,"-0.26 (0.37)",0.771389802622604,0.912985158175757,0.582554915687812
"hsa-miR-200b-3p","CG32",192,"0.15 (0.28)",189,"0.46 (0.28)",0.837344317043663,0.685660070241479,0.570025507935715
"hsa-miR-200b-3p","CG48",197,"0.22 (0.28)",193,"0.22 (0.29)",0.693808574019158,0.680770161456267,0.397479615695034
"hsa-miR-200b-3p","PB",99,"-0.39 (0.37)",78,"0.1 (0.4)",0.489136613712203,0.460685754445157,0.242906429468118
"hsa-miR-200b-3p","SP",123,"-0.4 (0.34)",126,"-0.1 (0.36)",0.462833279322365,0.253324202553162,0.831359443290736
"hsa-miR-1270","CG32",192,"-0.23 (0.25)",189,"0.31 (0.25)",0.149400016701258,0.6632575037942,0.172974034095522
"hsa-miR-1270","CG48",197,"-0.14 (0.25)",193,"-0.32 (0.28)",0.518602594972493,0.661510691898011,0.498486054060846
"hsa-miR-1270","PB",99,"0.51 (0.36)",78,"0.45 (0.37)",0.535168408510575,0.673918959461543,0.284738642738146
"hsa-miR-1270","SP",123,"-0.19 (0.33)",126,"-0.7 (0.33)",0.119200799513712,0.560922887144546,0.0541768974751907
"hsa-miR-576-5p","CG32",192,"0.05 (0.17)",189,"-0.04 (0.23)",0.335482564563106,0.139470624692321,0.464747091606453
"hsa-miR-576-5p","CG48",197,"-0.02 (0.21)",193,"0.18 (0.21)",0.624953590218168,0.570019974367287,0.335631118280872
"hsa-miR-576-5p","PB",99,"0.55 (0.36)",78,"-0.2 (0.45)",0.845814297192428,0.80708705442463,0.732436648658038
"hsa-miR-576-5p","SP",123,"-0.45 (0.22)",126,"-0.5 (0.24)",0.398580101788273,0.190325278749453,0.332885937773861
"hsa-miR-30a-3p","CG32",192,"-0.05 (0.22)",189,"-0.08 (0.19)",0.83826400637054,0.835717548696002,0.700829905321187
"hsa-miR-30a-3p","CG48",197,"0.18 (0.21)",193,"0.19 (0.18)",0.651367492272134,0.714022345407403,0.356974230506423
"hsa-miR-30a-3p","PB",99,"0.16 (0.33)",78,"-0.09 (0.44)",0.60683143124846,0.366425828996038,0.951566723639554
"hsa-miR-30a-3p","SP",123,"-0.25 (0.24)",126,"-0.29 (0.24)",0.940656610980166,0.921386696891079,0.734426583877619
"hsa-miR-1229-3p","CG32",192,"0.29 (0.29)",189,"0.2 (0.29)",0.503484481453688,0.437342501058551,0.728114762582023
"hsa-miR-1229-3p","CG48",197,"0.67 (0.28)",193,"0.17 (0.29)",0.0371478301707315,0.0128815429904752,0.388255718227656
"hsa-miR-1229-3p","PB",99,"0.53 (0.43)",78,"0.66 (0.47)",0.818236517502429,0.582867175510894,0.604540613276661
"hsa-miR-1229-3p","SP",123,"-0.25 (0.36)",126,"-0.22 (0.31)",0.862212276347681,0.704930623648219,0.611463219892006
"hsa-miR-410-3p","CG32",192,"0.45 (0.25)",189,"0.18 (0.25)",0.0364879239018282,0.0728802698909541,0.674245842202763
"hsa-miR-410-3p","CG48",197,"-0.35 (0.24)",193,"-0.04 (0.26)",0.570466706858797,0.354566321084757,0.489791648596708
"hsa-miR-410-3p","PB",99,"-0.1 (0.34)",78,"0.61 (0.38)",0.144332186866181,0.149169210318082,0.789431683794595
"hsa-miR-410-3p","SP",123,"-0.48 (0.28)",126,"-0.18 (0.3)",0.7736946971778,0.656424163756239,0.862794838738374
"hsa-miR-98-3p","CG32",192,"0.02 (0.29)",189,"0.14 (0.28)",0.68859343059133,0.412497492439709,0.863851529450302
"hsa-miR-98-3p","CG48",197,"-0.16 (0.24)",193,"-0.09 (0.26)",0.558278152658173,0.500084367854351,0.287887782077073
"hsa-miR-98-3p","PB",99,"-0.09 (0.42)",78,"0.81 (0.39)",0.611872730013832,0.505668818890051,0.749717866787782
"hsa-miR-98-3p","SP",123,"-0.18 (0.33)",126,"-0.09 (0.34)",0.885439482203665,0.849065840303087,0.626757389497574
"hsa-miR-323a-3p","CG32",192,"-0.16 (0.3)",189,"0 (0.28)",0.633698331659059,0.481978107398358,0.827153361804405
"hsa-miR-323a-3p","CG48",197,"0.33 (0.25)",193,"0.17 (0.26)",0.477057398469145,0.224426190435394,0.582135303106226
"hsa-miR-323a-3p","PB",99,"-0.07 (0.42)",78,"0.26 (0.44)",0.78149768940441,0.537385309830511,0.99582012531197
"hsa-miR-323a-3p","SP",123,"-0.05 (0.34)",126,"0.25 (0.34)",0.560310358456461,0.899950176832508,0.325377696099948
"hsa-miR-1468-5p","CG32",192,"-0.46 (0.26)",189,"-0.63 (0.27)",0.0153943669275831,0.136863618566716,0.00567178876958023
"hsa-miR-1468-5p","CG48",197,"-0.29 (0.25)",193,"-0.27 (0.26)",0.713660576358163,0.469847802482261,0.527225278373842
"hsa-miR-1468-5p","PB",99,"0.21 (0.32)",78,"0.34 (0.38)",0.823323479007273,0.941888339698115,0.623738257053012
"hsa-miR-1468-5p","SP",123,"0.06 (0.3)",126,"-0.11 (0.32)",0.85206619929732,0.719243600056791,0.862577917845993
"hsa-miR-181d-5p","CG32",192,"0.58 (0.26)",189,"0.42 (0.28)",0.0473207022369013,0.0172542527093307,0.144199379867062
"hsa-miR-181d-5p","CG48",197,"0.51 (0.3)",193,"0.65 (0.31)",0.143588716654231,0.0892889989025325,0.106992732717187
"hsa-miR-181d-5p","PB",99,"-0.02 (0.42)",78,"0.2 (0.42)",0.835659173191856,0.754221345281716,0.775299445276451
"hsa-miR-181d-5p","SP",123,"-0.13 (0.32)",126,"-0.04 (0.4)",0.863377552264327,0.6197373297324,0.685016767481704
"hsa-miR-550a-3-5p","CG32",192,"0.27 (0.25)",189,"-0.28 (0.26)",0.254027554865465,0.513009568229682,0.317651909014239
"hsa-miR-550a-3-5p","CG48",197,"-0.06 (0.27)",193,"-0.41 (0.28)",0.75601875112571,0.991771249979264,0.518129427353197
"hsa-miR-550a-3-5p","PB",99,"-0.15 (0.38)",78,"0.17 (0.37)",0.209801324526376,0.652873174926183,0.202816327693057
"hsa-miR-550a-3-5p","SP",123,"-0.68 (0.3)",126,"0.19 (0.32)",0.0850002550874749,0.131078179718053,0.532303674317758
"hsa-miR-6803-3p","CG32",192,"0.1 (0.18)",189,"0.1 (0.19)",0.559499186558939,0.369270282034782,0.337632090346543
"hsa-miR-6803-3p","CG48",197,"0.07 (0.23)",193,"-0.02 (0.23)",0.523372458038042,0.852756246523557,0.373243103988111
"hsa-miR-6803-3p","PB",99,"0.55 (0.37)",78,"0.42 (0.43)",0.667471888672944,0.416975968174461,0.958359712160421
"hsa-miR-6803-3p","SP",123,"-0.25 (0.23)",126,"-0.18 (0.21)",0.558908552257102,0.299899003335881,0.433797108588413
"hsa-let-7c","CG32",192,"-0.04 (0.12)",189,"0.14 (0.12)",0.079066598764775,0.418421908904321,0.0257718815544918
"hsa-let-7c","CG48",197,"0 (0.11)",193,"-0.15 (0.12)",0.223085938699371,0.714478256548947,0.0975016633716883
"hsa-let-7c","PB",99,"0.26 (0.15)",78,"0.07 (0.22)",0.500209912546474,0.260021642278261,0.807879173214831
"hsa-let-7c","SP",123,"-0.03 (0.16)",126,"0.14 (0.15)",0.796485658748628,0.7307280170423,0.74483336876079
"hsa-miR-10a-3p","CG32",192,"0.46 (0.26)",189,"0.48 (0.26)",0.123702006007544,0.0432922494074248,0.225416553159061
"hsa-miR-10a-3p","CG48",197,"0.12 (0.24)",193,"0.52 (0.23)",0.0331103961916597,0.182833852081928,0.00921546808196464
"hsa-miR-10a-3p","PB",99,"-0.13 (0.38)",78,"0.26 (0.37)",0.802562962301596,0.785100025370493,0.693638262999363
"hsa-miR-10a-3p","SP",123,"0.22 (0.31)",126,"0.17 (0.32)",0.743408087892806,0.515000183865044,0.496070570853744
"hsa-miR-320e","CG32",192,"0.03 (0.18)",189,"-0.02 (0.17)",0.714539176403033,0.875458237914808,0.531998590941676
"hsa-miR-320e","CG48",197,"-0.07 (0.16)",193,"0.05 (0.16)",0.698542369937916,0.433666275725299,0.921195589585943
"hsa-miR-320e","PB",99,"-0.29 (0.25)",78,"-0.07 (0.25)",0.644743007047,0.374475292898637,0.492276069957528
"hsa-miR-320e","SP",123,"-0.04 (0.23)",126,"0.01 (0.23)",0.80975431910908,0.566855263970738,0.978844786057517
"hsa-miR-181c-3p","CG32",192,"0.14 (0.24)",189,"-0.13 (0.26)",0.183069068340376,0.634165868148816,0.238992152968688
"hsa-miR-181c-3p","CG48",197,"0 (0.24)",193,"-0.04 (0.27)",0.250943820092882,0.511202225413953,0.371972688644408
"hsa-miR-181c-3p","PB",99,"-0.27 (0.37)",78,"-0.14 (0.36)",0.212149524602903,0.104284090256932,0.267883299089341
"hsa-miR-181c-3p","SP",123,"-0.38 (0.29)",126,"-0.12 (0.31)",0.416534831577032,0.356632438121693,0.854031247106013
"hsa-miR-96-5p","CG32",192,"-0.29 (0.23)",189,"-0.41 (0.26)",0.0412459477219957,0.0170428581342396,0.0591769426545419
"hsa-miR-96-5p","CG48",197,"-0.12 (0.19)",193,"-0.14 (0.17)",0.891343219059382,0.696191590867626,0.957517833347204
"hsa-miR-96-5p","PB",99,"-0.07 (0.36)",78,"0.06 (0.36)",0.915053858210082,0.694694137734053,0.746472207629111
"hsa-miR-96-5p","SP",123,"-0.02 (0.26)",126,"0.12 (0.28)",0.21508324499463,0.277373054922175,0.525606158005077
"hsa-miR-483-3p","CG32",192,"0.13 (0.25)",189,"-0.01 (0.25)",0.562021970897138,0.304900981744283,0.820951356843916
"hsa-miR-483-3p","CG48",197,"0.15 (0.24)",193,"0.04 (0.25)",0.795326793959872,0.505029013342172,0.823791567990949
"hsa-miR-483-3p","PB",99,"0.29 (0.45)",78,"0.33 (0.5)",0.61865819636352,0.332324264926451,0.728157910149225
"hsa-miR-483-3p","SP",123,"0.45 (0.23)",126,"0.12 (0.27)",0.17400721894324,0.0937838130296618,0.892870900617845
"hsa-miR-204-5p","CG32",192,"-0.48 (0.28)",189,"0.15 (0.28)",0.0275579979860805,0.137574758019296,0.232235544423708
"hsa-miR-204-5p","CG48",197,"0.21 (0.27)",193,"-0.26 (0.23)",0.404765984792653,0.344032235310786,0.715372113003418
"hsa-miR-204-5p","PB",99,"0.35 (0.38)",78,"0.43 (0.46)",0.574923324337489,0.531136304731157,0.303975581390405
"hsa-miR-204-5p","SP",123,"0.02 (0.31)",126,"-0.21 (0.35)",0.992684930891622,0.916978049320049,0.999396495135523
"hsa-miR-6741-5p","CG32",192,"-0.12 (0.25)",189,"-0.17 (0.26)",0.826940724295528,0.90279663982702,0.582141942934745
"hsa-miR-6741-5p","CG48",197,"0.29 (0.27)",193,"0.08 (0.27)",0.153970455658643,0.0693488313479994,0.523685253970625
"hsa-miR-6741-5p","PB",99,"-0.02 (0.39)",78,"0.47 (0.41)",0.474690063054441,0.337566119355639,0.92055172374926
"hsa-miR-6741-5p","SP",123,"-0.41 (0.3)",126,"-0.21 (0.33)",0.58598060253631,0.371108461665001,0.452624673957288
"hsa-miR-3140-3p","CG32",192,"0.46 (0.28)",189,"0.13 (0.25)",0.157912643408887,0.134705715230442,0.864625287192975
